"id","url","created_by","created_at","terms","term_count","answered","answered_by","answer_terms","answer_term_count","posters","poster_count","posts_count","views","like_count"
"3707","https://forum.knime.com/t/loop-with-rule-engine/3707","nunezcerda.a","2016-07-05T00:40","loop, rule, engin, build, statement, first, check, two, id, same, certain, status, copi, remain, column, exampl, tabl, old, person, open, fix, alex, retest, mike, ana, reopen, felix, close, mari, gerd, output",31,"no",,,0,"David_Ko, nunezcerda.a, aborg, marco_ghislanzoni",4,5,81,0
"3698","https://forum.knime.com/t/data-analysis/3698","ubibi1","2016-07-04T22:13","data, analysi, analys, numer, also, calcul, minimum, maximum, mode, standard, deviat",11,"no",,,0,"ubibi1, marco_ghislanzoni",2,6,128,0
"3796","https://forum.knime.com/t/error-while-exporting-workflow/3796","jassk","2016-07-04T13:28","error, while, export, show, screenshot, attach",6,"no",,,0,"marco_ghislanzoni, jassk",2,2,15,0
"3773","https://forum.knime.com/t/feature-request-parameter-optimisation-rounding/3773","Ergonomist","2016-07-03T14:45","featur, request, paramet, optimis, round, anoth, loop, start, should, generat, variabl, specifi, signific, digit, current, unround, state, valu, hard, condit, filter, row, column, name, awar, accept, workaround, time, involv, three, var, realli, shouldn, necessari, first, place, though",37,"no",,,0,"Ergonomist, Iris",2,3,21,0
"4594","https://forum.knime.com/t/how-to-create-a-new-categorical-attribute/4594","Carlota_Vina","2016-07-02T17:25","creat, categor, attribut, learn, dataset, numer, price, defin, two, categori, one, repositori, advanc, carlota, vina",15,"no",,,0,"Carlota_Vina, Iris",2,2,45,0
"4576","https://forum.knime.com/t/row-filter-how-to-filter-values-different/4576","Carlota_Vina","2016-07-02T11:55","row, filter, valu, differ, column, file, call, count, buyid, integ, unkown, reader, tabl, unknown, charact, filer, configur, exclud, attach, imag, advanc, carlota, vina",23,"no",,,0,"Carlota_Vina, marco_ghislanzoni",2,2,35,0
"3705","https://forum.knime.com/t/error-handling-while-loop-through-xml-files/3705","mobcdi","2016-07-01T19:46","error, handl, while, loop, through, xml, file, gian, experi, creat, log, instanc, where, valid, list, excel, sheet, convert, row, tabel, variabl, befor, fileloc, reader, paramet, includ, encount, execut, fail, catch, block, sax, saxparseexcept, linenumb, columnnumb, process, instruct, target, match, allow, configur, correct, contribut, input, activ, scope, end, inact, branch, advis, read, invalid, one, notifi, oper",55,"no",,,0,"thor, Iris, mobcdi, marco_ghislanzoni",4,14,97,0
"4557","https://forum.knime.com/t/how-to-connect-a-correlation-filter-with-a-column-filter/4557","Gabriel_Cornejo","2016-07-01T18:55","connect, correl, filter, column, automat, feed, mean, mani, numer, featur, onc, made, flow, variabl, rigth, stablish, dealt, sever, control, imposs, gabriel, cornejo, chile",23,"no",,,0,"Gabriel_Cornejo, marco_ghislanzoni",2,5,127,0
"3675","https://forum.knime.com/t/potential-deadlock-in-awt-event-queue-detected/3675","quetzyl","2016-07-01T18:52","potenti, deadlock, awt, event, queue, detect, instal, period, unpredict, paus, minut, lollow, error, code, warn, knimeappl, full, thread, dump, follow, debug, ouput, log, output, end, messag, happen, prevent, futur, ben, allen, pool, eventqueu, id, runnabl, nativ, sun, java, drenderqueu, flushbuff, method, flushandinvokenow, dsurfacedata, ddatabuffern, getelem, imag, databuffern, databuff, singlepixelpackedsamplemodel, getdatael, raster, loop, opaquecopyanytoargb, blit, customcompon, graphicsprimit, convertfrom, maskblit, general, lock, generalmaskblit, pipe, drawimag, blitsurfacedata, renderimagecopi, copyimag, validatepip, sungraph, swing, cachedpaint, paintimag, paint, lang, class, plaf, window, xpstyle, skin, paintskinraw, animationcontrol, paintskin, windowstabbedpaneui, paintrotatedskin, paintcontentbord, javax, basic, basictabbedpaneui, componentui, updat, jcompon, paintcompon, paintchildren, compon, awttreelock, graphicscallback, paintcallback, run, sungraphicscallback, runonecompon, runcompon, contain, repaintarea, wcomponentp, handleev, dispatcheventimpl, dispatchev, access, secur, accesscontrol, doprivileg, protectiondomain, javasecurityaccessimpl, dointersectionprivileg, eventdispatchthread, pumponeeventforfilt, pumpeventsforfilt, pumpeventsforhierarchi, pumpev, number, synchron, util, concurr, reentrantlock, nonfairsync, shutdown, wait, object, awtautoshutdown, global, timer, taskqueu, timerthread, mainloop, wfm, parent, notifi, abstractqueuedsynchron, conditionobject, misc, unsaf, park, locksupport, await, arrayblockingqueu, take, threadpoolexecutor, gettask, runwork, worker, linkedblockingqueu, unknown, progress, arraylist, workbench, editor, figur, progressfigur, unknownprogresstim, sync, exec, dispatch, time, eclips, core, intern, job, workerpool, sleep, startjob, idl, equinox, impl, tpt, threadpool, executor, serverspac, eventadmin, async, osgi, framework, eventmgr, eventmanag, eventthread, getnextev, index, jdt, search, indexmanag, process, jobmanag, manag, threadimpl, dumpthread, dumpallthread, guideadlockdetector, createstacktrac, checktask, runnableadapt, call, futuretask, runandreset, scheduledthreadpoolexecutor, scheduledfuturetask, parknano, awaitnano, delayedworkqueu, provis, wtoolkit, eventloop, dispos, ref, referencequeu, remov, emf, refer, cleaner, common, commonutil, referenceclearingqueuepollingthread, jm, internalwork, bundl, file, closer, main, handler, timerimpl, start, level, ad, bd, activ, attach, listen, signal, final, finalizerthread, referencehandl, swt, win, os, waitmessag, widget, display, viewutil, invokeandwaitinedt, nodedialogpan, finisheditingandsavesettingsto, nodecontain, applysettingsfromdialog, ui, wrapper, wrappednodedialog, doappli, dook, widgetselect, typedlisten, eventt, sendev, rundeferredev, readanddispatch, jface, runeventloop, open, editpart, nodecontainereditpart, opennodedialog, action, opendialogact, runonnod, abstractnodeact, runinswt, syncexec, uisynchron, runwithev, actioncontributionitem, handlewidgetselect, partrenderingengin, databind, observ, realm, runwithdefault, createandrunui, createandrunworkbench, platformui, product, rcp, app, eclipseapphandl, runtim, adaptor, eclipseapplaunch, runappl, eclipsestart, reflect, nativemethodaccessorimpl, invok, delegatingmethodaccessorimpl, launcher, invokeframework, basicrun",301,"no",,,0,"syzuhdi, Iris, hafidz, quetzyl, wiswedel",5,5,122,0
"3764","https://forum.knime.com/t/bug-report-pmml-predictor/3764","dataDave","2016-07-01T17:07","bug, report, pmml, predictor, conform, dmg, specif, anymor, requir, id, decis, tree, model, though, option, file, generat, spark, jpmml, follow, error, execut, fail, numer, support, found, null, modifi, give, each, work, worthwhil, correct",33,"no",,,0,"AlexanderFillbrunn, dataDave",2,2,16,0
"3815","https://forum.knime.com/t/create-table-with-sequential-numbers/3815","evert.homan","2016-07-01T15:45","creat, tabl, sequenti, number, predefin, row, fill, through, imagin, simpl, java, code, unfortun, solut, high, appreci, evert",17,"no",,,0,"Iris, evert.homan, marco_ghislanzoni",3,6,187,0
"3689","https://forum.knime.com/t/hbase-connector-for-knime/3689","madhusudhanbabu","2016-06-30T17:49","hbase, connector, connect, open, sourc, advis, advanc",7,"no",,,0,"bjoern.lohrmann, madhusudhanbabu",2,3,50,0
"4543","https://forum.knime.com/t/how-to-download-extension-license-from-knime-org/4543","ofercal","2016-06-30T13:31","download, extens, licens, bigdata, kinm, regist, day, trail, direct, internet, station, instal, dowanload, key, file, program, view, possibl, upload",19,"no",,,0,"ofercal, gabriel",2,2,17,0
"4609","https://forum.knime.com/t/same-name-in-same-column/4609","GGoraya","2016-06-30T03:57","same, name, column, user, organ, differ, row, one, particular, meant, instead, two, resid, advis, run, clientnam, schedtim, pickupaddress, pickupaddressnam, spacetyp, comment, donald, duck, street, nw, edmonton, micki, mous, mccrae, avenu, rosedal, greisbach, xw, harri, potter, wc, glenros, hospit, test, royal, alexandra, hosp, dialysi, jasper, general, mickey, pinnacl, sc, rang, horland, trump, clinton, program, start, goodwil, signum, park, salvat, armi, bonni, doon, shop, centr, mall, north, west, door, bar, grill, bethel, senior, citizen, res",73,"no",,,0,"GGoraya, aborg",2,2,17,0
"4608","https://forum.knime.com/t/quick-form-credential-output/4608","sgereaux","2016-06-29T21:42","quick, form, credenti, output, finish, build, python, sourc, requir, window, nt, authent, util, win, secur, librari, imperson, user, durat, script, necessari, becaus, job, server, servic, account, cannot, reach, datasourc, tradit, mask, password, wrap, configur, troubl, understand, flow, variabl, pass, expect, creat, token, modul",43,"no",,,0,"sgereaux, thor, rsherhod, wiswedel",4,4,86,0
"4607","https://forum.knime.com/t/azure-compatibility/4607","cjuran","2016-06-29T21:32","azur, compat, right, place, post, forum, big, data, extens, figur, out, microsoft, account, spark, cluster, deploy, process, integr, work, exact, connect, read, somewher, connector, up, version, anoth, run, queri, without, through, hadoop, cloud, analyt, platform, recent, introduc, onto, quit, capabl, blob, storag, metastor, appreci",44,"no",,,0,"cjuran, bjoern.lohrmann",2,2,25,0
"4603","https://forum.knime.com/t/java-snippet-values-based-previous-row/4603","Jiri_Siroky","2016-06-29T18:56","java, snippet, valu, base, previous, row, possibl, make, oper, snipper, return, same, anoth, column, usecas, tabl, custom, id, order, date, fill, accord, scpecif, each, exampl, logic, solv, alreadi, etl, tool, sript, find, proper, syntax, much",35,"no",,,0,"Jiri_Siroky, David_Ko",2,3,124,1
"4599","https://forum.knime.com/t/how-to-create-a-flow-variable-based-on-an-existing-one-to-handle-file-paths/4599","tevkar","2016-06-29T17:09","creat, flow, variabl, base, exist, one, handl, file, path, dataurl, attach, fileread, exampl, user, input, csv, feed, excel, sheet, append, output, xlsx, basic, same, directori, read, write, tip, tev",29,"no",,,0,"David_Ko, tevkar",2,3,18,0
"4600","https://forum.knime.com/t/any-option-to-connect-knime-with-sap-logon/4600","Ashique_Sheikh","2016-06-29T15:34","option, connect, sap, logon, access, bw, db, databas, manual, extract, data, run, modul",13,"no",,,0,"tobias.koetter, Ashique_Sheikh",2,2,97,0
"4597","https://forum.knime.com/t/can-t-reconfigure-list-remote-files-node-because-uri-authority-component-has-user-info/4597","Marc","2016-06-29T15:06","reconfigur, list, remot, file, becaus, uri, author, compon, user, info, chang, configur, messeg, consol, error, while, creat, dialog, take, solv",20,"no",,,0,"Marc, marco_ghislanzoni",2,4,29,0
"4596","https://forum.knime.com/t/debug-batch-executor/4596","phalassek","2016-06-29T13:12","debug, batch, executor, run, perfect, desktop, mac, insid, eclips, direct, server, linux, job, batchexecutor, wokrflow, produc, error, warn, fail, end, info, main, execut, finish, min, sec, ms, sucess, jvm, termin, exit, code, caus, possibl, increas, log, intens, least, find, out, start, follow, command, line, var, www, html, full, consolelog, nosplash, reset, failonloaderror, applic, product, credenti, databas, root, demodemo, workflowdir, variabl, productdatabasepath, ml, productdata, string, databaseurl, jdbc, productdataadditionalspath, etl, addit, data, runid, int",72,"no",,,0,"Iris, phalassek",2,3,28,0
"4592","https://forum.knime.com/t/mysterious-sqlserver-connection-problems/4592","Tatiana","2016-06-28T20:52","mysteri, sqlserver, connect, db, expert, understand, our, exact, describ, everyth, relev, case, configur, databes, reader, work, microsoft, sql, server, via, integr, sequr, perfect, read, data, one, databas, string, jdbc, serverurl, databasenam, integratedsecur, true, strang, collegu, differ, window, account, same, set, abl, fetch, metadata, button, show, tabl, spt, fallback, dev, chang, url, give, name, acc, error, instead, continu, exist, absent, unfortun, access, dbs, check, actual, present, wrong, lucki, default, hint, next",70,"no",,,0,"marco_ghislanzoni, Tatiana",2,8,23,0
"4591","https://forum.knime.com/t/how-to-use-database-update-node/4591","DLB_Analytics","2016-06-28T20:18","databas, updat, follow, tabl, row, id, variabl, one, miss, valu, csv, file, contain, same, more, datalin, exist, insert, dlb, analyt",20,"no",,,0,"marco_ghislanzoni, DLB_Analytics",2,4,50,0
"4587","https://forum.knime.com/t/file-joing-defining-criteria/4587","Enrique_Sanchez","2016-06-28T20:12","file, jo, defin, criteria, whether, right, applic, solv, henc, complet, data, mine, evalu, sever, txt, over, specif, row, match, one, word, export, excel, put, somehow, togeth, databas, set, search, explor, usabl, newbi, start, thesi, mani, advanc, enriqu",37,"no",,,0,"Enrique_Sanchez, marco_ghislanzoni",2,6,9,0
"4582","https://forum.knime.com/t/problem-with-database-sql-executor-node/4582","Claire","2016-06-28T18:32","databas, sql, executor, error, submit, insert, statement, execut, fail, ora, caract, non, valid, variabl, same, work, run, tool, wrong, cl",20,"no",,,0,"Claire, mergen, tobias.koetter, aborg",4,6,117,0
"4579","https://forum.knime.com/t/plot-a-function/4579","iiiaaa","2016-06-28T18:05","plot, function, possbil, exampl, advanc",5,"no",,,0,"iiiaaa, aborg",2,3,22,0
"4577","https://forum.knime.com/t/sentiment-analysis-with-n-gram/4577","saip","2016-06-28T17:05","sentiment, analysi, gram, appli, twitter, data, predefin, label",8,"no",,,0,"saip, Knime_dan, marco_ghislanzoni",3,4,23,0
"4574","https://forum.knime.com/t/grouping-dates/4574","John_Andreou","2016-06-28T15:13","group, date, month, year, excel, sheet, although, string, time, manag",10,"no",,,0,"John_Andreou, marco_ghislanzoni, ferry.abt",3,5,131,0
"4573","https://forum.knime.com/t/issue-with-accents/4573","Claire","2016-06-28T14:12","issu, accent, local, instanc, display, messag, anymor, where, reset, find, drive, nut, recal, chang, advanc, cl",16,"no",,,0,"Claire, marco_ghislanzoni",2,6,21,0
"4572","https://forum.knime.com/t/running-sum-and-with-restart/4572","mortsrah","2016-06-28T13:03","run, sum, restart, mani, user, abl, find, provid, solut, therefor, appreci, creat, cumulatt, data, one, column, where, cumul, base, anoth, col, much",22,"no",,,0,"David_Ko, mortsrah",2,3,118,0
"4571","https://forum.knime.com/t/send-email-node/4571","Claire","2016-06-28T12:33","send, email, possibl, add, compani, logo, mail, sent, cl",9,"no",,,0,"Claire, marco_ghislanzoni",2,3,93,1
"3723","https://forum.knime.com/t/create-new-column-based-on-groupby-from-other-table/3723","Yasser_Abbass","2016-06-28T03:50","creat, column, base, groupbi, tabl, first, absolut, beginn, train, test, dataset, contain, follow, field, product, id, custom, purchas, price, calcul, mean, per, add, anybodi, accomplish, advanc",26,"no",,,0,"Yasser_Abbass, marco_ghislanzoni",2,2,15,0
"3710","https://forum.knime.com/t/help-reading-material-for-set-theory-non-parametric/3710","Tjmay","2016-06-27T22:58","read, materi, set, theori, non, parametr, copypasta, post, made, kaggl, fourm, respons, day, anyway, recommend, appreci, first, gentl, also, keep, mind, math, minor, financ, major, up, last, week, statist, exist, far, preliminari, research, indic, unlik, distribut, make, infer, total, popul, sampl, predomin, median, lieu, mean, after, take, abstract, algebra, discret, mathemat, fair, compet, cantor, notat, took, advanc, logic, class, cover, method, proof, reductio, ad, absurdum, text, found, refer, assumpt, must, true, order, appli, over, test, book, enumer, model, gauss, describ, prefer, job, delin, act, road, map, differ, techniqu, assum, absolut, familiar, basic, rudimentari, spend, time, verbos, descript, stat, sourc, incorrect, base, much, current, understand, off, two, find, dure, googl, vs, choos, between, nonparametr, input, tj",115,"no",,,0,"Tjmay, marco_ghislanzoni",2,3,13,0
"3677","https://forum.knime.com/t/how-to-capture-data-from-twitter/3677","daniel.ayala","2016-06-27T06:36","captur, data, twitter, realli, softwar, also, bigdata, world, general, last, week, info, develop, research, final, after, lot, expens, program, found, next, step, login, account, click, creat, app, fill, out, form, api, key, access, token, secret, setup, connector, becaus, anoth, tweet, advanc, suggest",42,"no",,,0,"daniel.ayala, marco_ghislanzoni",2,2,15,0
"3676","https://forum.knime.com/t/roc-curve-decision-tree-multiple-classes/3676","mauuuuu5","2016-06-27T05:17","roc, curv, decis, tree, multipl, class, plot, case, four, calcul, order, one, append, column, model, predict, correct, depend, output, second, ad, select, maximum, probabl, after, beg, check, pd, attach, rule",30,"no",,,0,"Geo, qqilihq, marco_ghislanzoni, mauuuuu5",4,10,154,0
"4558","https://forum.knime.com/t/java-snippet-vs-java-snippet-simple-array-handling/4558","frank","2016-06-27T00:19","java, snippet, vs, simpl, array, handl, input, element, type, doubl, collect, column, call, vector, calcul, squar, each, write, output, code, work, int, length, math, pow, return, abl, simliar, declar, error, show, field, null, valu, generat, transfer, frank",37,"no",,,0,"frank, marco_ghislanzoni",2,4,166,0
"4562","https://forum.knime.com/t/how-to-apply-results-to-same-xml-file/4562","umveloso","2016-06-26T21:39","appli, result, same, xml, file, unsuccess, write, partial, insid, loop, alway, origin, last, row, process, follow, each, tabl, over, through, xslt, modifi, next, iter, possibl",25,"no",,,0,"umveloso, marco_ghislanzoni",2,3,14,0
"4565","https://forum.knime.com/t/routine-base-robot-access-site-and-download-file/4565","dfs.uerj","2016-06-25T03:34","routin, base, robot, access, site, download, file, team, one, write, code, step, test, direct, bin, bash, echo, acess, curl, request, post, url, header, cach, control, content, type, applic, www, form, urlencod, data, login, varejo, password, cooki, jar, txt, postman, token, fcaac, fe, bbbfc, output, report, csv, end, process, librari, jsonlit, openssl, httr, call, req, add, author, json, text, set, phpsessid, past, demetrius",62,"no",,,0,"dfs.uerj, umutcankurt, marco_ghislanzoni",3,3,47,0
"3664","https://forum.knime.com/t/memory-issues-when-running-from-command-line/3664","phalassek","2016-06-24T15:37","memori, issu, run, command, line, creat, desktop, mac, perfect, limit, set, mb, same, linux, box, ubuntu, bit, also, keep, crash, error, messag, java, hotspot, tm, server, vm, warn, info, os, commit, fail, cannot, alloc, errno, alreadi, add, ini, dorg, contain, cellsinmemori, dknime, databas, fetchsiz, write, data, advis, appreci, peter",49,"no",,,0,"thor, phalassek",2,5,25,0
"3678","https://forum.knime.com/t/bug-report-node-association-rule-learner-borgelt/3678","DataSquirrel","2016-06-24T14:56","bug, report, associ, rule, learner, borgelt, team, appli, dataset, mani, transact, few, item, valu, rulelift, column, negat, while, plausibl, see, attach, martin, ps, version, window, further, detail, access, due, shrink, user, privilig, associationruleslearn",33,"no",,,0,"DataSquirrel, tgb417, tobias.koetter, Ergonomist, wiswedel",5,7,32,0
"3691","https://forum.knime.com/t/possible-bug-subset-matcher-node/3691","DataSquirrel","2016-06-24T14:08","possibl, bug, subset, matcher, team, encount, maximum, mismatch, prepar, minimum, exampl, reproduc, behaviour, field, associ, anaylsi, set, item, constitut, anteced, correspond, rule, outcom, expect, fuzzi, match, restrict, lhs, second, th, purchas, contain, contrast, against, first, inconsist, martin, ps, version, window, further, detail, access, due, shrink, user, privilig, bugsubsetmatch",48,"no",,,0,"tobias.koetter, DataSquirrel, Iris",3,3,16,0
"4551","https://forum.knime.com/t/molecular-string-input-from-command-line/4551","terry052","2016-06-23T21:25","molecular, string, input, command, line, specifi, argument, default, valu, molecul, run, terri",12,"no",,,0,"terry052, albrecht",2,2,29,0
"3785","https://forum.knime.com/t/knime-generic-web-service-client-sharepoint-list-get-list-items/3785","AlKnime","2016-06-23T02:33","generic, web, servic, client, sharepoint, list, item, anybodi, success, connect, goal, import, getlistitem, method, unfortun, paramet, should, configur, experi",19,"no",,,0,"longoka, marco_ghislanzoni, AlKnime",3,6,138,0
"3782","https://forum.knime.com/t/trapping-node-errors-to-allow-loop-continuation/3782","holmes","2016-06-23T02:18","trap, error, allow, loop, continu, scenario, data, set, contain, employe, perform, through, each, individu, predict, sever, techniqu, purpos, understand, work, invari, occur, point, messag, alway, nebul, polynomi, regress, learner, execut, fail, index, size, typic, remov, method, prefer, becaus, time, consum, autom, figur, out, relat, note, place, where, type, document, guidelin, experienc, various, mine, usual, indic, violat, brian",57,"no",,,0,"holmes, marco_ghislanzoni",2,6,81,0
"3759","https://forum.knime.com/t/extract-file-data-transform-to-appropriate-format/3759","ccjasia","2016-06-22T15:29","extract, file, data, transform, appropri, format, flat, follow, each, section, show, purchas, differ, peron, person, type, item, peter, hamburg, jun, coke, appl, pie, address, rm, tai, kwok, road, hung, hum, mari, milk, pieappl, egg, plastic, bag, wong, ting, tst, john, umbrella, batteri, fruit, yee, ming, avenu, tko, order, input, tabular, name, amount, date, appreci, hint",55,"no",,,0,"ccjasia, marco_ghislanzoni",2,4,16,0
"4520","https://forum.knime.com/t/running-total-year-to-date/4520","cmather","2016-06-22T12:32","run, total, year, date, creat, column, base, ad, current, month, data, previous, far, financi, st, juli, ytd, actual, equal, august, plus, group, divis, measur, see, sampl, tabl, below, financialyear, reportmonth, monthactu, fred, blog, inc, type, manag, howev, multipl, take, consider, our, tool, java, snippet, programm, apreci",46,"no",,,0,"David_Ko, cmather",2,2,103,0
"4456","https://forum.knime.com/t/knime-crashes-when-i-launch-it/4456","alegeo","2016-06-22T03:56","crash, launch, recent, download, tar, gz, file, linux, bit, unzip, click, start, error, jvm, termin, exit, code, full, jre, bin, java, server, dsun, fals, dosgi, classload, lock, classnam, xx, unlockdiagnosticvmopt, unsyncloadclass, dknime, enabl, fastload, true, compilecommand, exclud, javax, swing, text, glyphview, getbreakspot, xmx, dorg, eclips, swt, intern, gtk, disableprint, jar, plugin, equinox, launcher, os, ws, arch, showsplash, name, librari, startup, overridevmarg, exitdata, vm, vmarg, ubuntu, lts, happen, fix, alegeo",69,"no",,,0,"alegeo, thor, Taita",3,6,75,0
"4524","https://forum.knime.com/t/excel-help/4524","GGoraya","2016-06-21T21:22","excel, user, spreadsheet, attach, sampl, keep, pullin, last, drop, off, each, run, highlight, row, achiev, result, appreci",17,"no",,,0,"GGoraya, marco_ghislanzoni",2,4,12,0
"4468","https://forum.knime.com/t/i-dont-see-my-past-content/4468","Jaroslaw_Baran","2016-06-21T13:53","see, past, content, hallo, sent, post, earlier, list, formum, convers, rememb, david, ko, marco, ghislanzoni, irregular, data, set, halp, jb",20,"no",,,0,"Iris, Jaroslaw_Baran, marco_ghislanzoni",3,5,12,0
"3817","https://forum.knime.com/t/how-to-change-a-percent-number-string-to-double/3817","mourn","2016-06-21T13:42","chang, percent, number, string, doubl, groupbi, choos, column, datatyp, th, dialog, find, mean, aggreg, shoud, type",16,"no",,,0,"marco_ghislanzoni, mourn",2,2,109,1
"4639","https://forum.knime.com/t/roc-curve/4639","Ugo80","2016-06-20T19:21","roc, curv, generat, screen, output, contain, valu, auc, possibl, each, part, case, exampl, first, lot",15,"no",,,0,"Iris, Ugo80",2,2,40,0
"4637","https://forum.knime.com/t/bubble-chart-and-flow-varibles/4637","janicelled","2016-06-20T07:56","bubbl, chart, flow, varibl, user, make, data, visual, appropri, report, generat, context, pivot, column, nomin, numer, valu, size, depend, align, axe, exampl, gender, month, birth, also, see, tabl, below, filter, accord, one, row, realist",34,"no",,,0,"marco_ghislanzoni, janicelled",2,2,38,1
"4621","https://forum.knime.com/t/my-simple-regression-tree-has-0-deviations-in-the-predicted-values-compared-to-the-actual-values/4621","Karl_M_Kettelhut","2016-06-17T22:27","simpl, regress, tree, deviat, predict, valu, compar, actual, repurpos, test, differ, column, train, data, record, keep, perfect, ab, learner, predictor, same, random, forest, ensembl, close, too, initi, ran, hour, work, error, margin, approxim, probabl, pretti, consid, small, size, howev, whenev, run, field, exact, reset, reader, partition, avail, call",48,"no",,,0,"Geo, Karl_M_Kettelhut, marco_ghislanzoni",3,3,13,0
"4617","https://forum.knime.com/t/need-some-ideas/4617","swayzo","2016-06-17T17:22","work, dataset, onlineshop, cloth, cust, id, order, artikel, price, variabl, analys, basketvalu, orderid, standard, deviat, brainstorm, give",17,"no",,,0,"swayzo, marco_ghislanzoni",2,2,16,0
"4614","https://forum.knime.com/t/connect-to-a-tcp-udp-data-stream/4614","TigerCole","2016-06-17T15:00","connect, tcp, udp, data, stream, receiv, lot, various, process, current, written, log, file, databas, accord, schedul, work, impli, delay, requir, maintain, configur, listen, port, network, direct, tc",27,"no",,,0,"TigerCole, christian.dietz",2,2,48,0
"4611","https://forum.knime.com/t/unzip-file-node-problem/4611","romarra","2016-06-17T14:20","unzip, file, dure, batch, mode, execut, write, remot, disk, warn, log, main, output, directori, mksas, dt, logsiti, writabl, same, version, onlin, suggest, lot",23,"no",,,0,"romarra, marco_ghislanzoni",2,7,33,0
"4605","https://forum.knime.com/t/how-to-calculate-frequency-order-at-a-user-level/4605","nati84","2016-06-16T20:36","calcul, frequenc, order, user, level, quit, current, day, find, exact, data, id, date, ad, lag, column, continu, should, anoth, differ, one, advanc, nati",23,"no",,,0,"Kaymar, nati84, marco_ghislanzoni",3,4,26,0
"4604","https://forum.knime.com/t/error-xlsb-load-file/4604","dfs.uerj","2016-06-16T18:48","error, xlsb, load, file, team, loader, one, excel, seen, sever, topic, xls, troubl, necess, attach, open, sheet, sico, web, sombobi, tip, solut, necessari, reader, javascript, python, issu, demetrius, report",29,"no",,,0,"dfs.uerj, marco_ghislanzoni, ferry.abt",3,3,171,0
"4586","https://forum.knime.com/t/crash-sigsegv-with-ubuntu-16-04/4586","stelfrich","2016-06-15T16:16","crash, sigsegv, ubuntu, regular, segment, fault, whenev, descript, shown, machin, issu, start, recent, although, cannot, point, specif, action, taken, current, work, chang, swt, browser, default, type, non, exisit, via, ini, dorg, eclips, defaulttyp, mozilla, fall, back, text, everyth, proper, origin, libwebkitgtk, fatal, error, detect, java, runtim, environ, xb, pc, pid, tid, jre, version, tm, se, build, vm, hotspot, bit, server, mix, mode, linux, amd, compress, oop, problemat, frame, instal, two, packag, parallel, both, offic, repositori, switch, one, variabel, gtk, describ, lead, same, els, experienc, advic, much, appreci, stefan, detail, analyt, platform",91,"no",,,0,"thor, stelfrich",2,3,39,0
"4584","https://forum.knime.com/t/create-a-new-column-using-50-of-the-row-before-plus-the-actual-row/4584","FabioGuimaraes","2016-06-15T14:50","creat, column, row, befor, plus, actual, anoth, refer, task, move, averag, consid, math, first, data, simpl, exampl, explan, tks",19,"no",,,0,"marco_ghislanzoni, FabioGuimaraes",2,4,24,0
"4575","https://forum.knime.com/t/knime-3-connection-to-netezza/4575","justasz","2016-06-14T23:05","connect, netezza, possibl, databas, jdbc, odbc, version, justa",8,"no",,,0,"tobias.koetter, justasz, marco_ghislanzoni",3,3,60,0
"3727","https://forum.knime.com/t/problem-in-using-commend-to-execute-knime-project-zip/3727","alen","2016-06-14T14:40","commend, execut, difficulti, command, call, bat, solv, two, comment, situat, easi, notepad, exe, litt, complex, cd, result, servic, reason, txt, occous, error, see, follow, pictur, much",26,"no",,,0,"alen, jonfuller",2,2,16,0
"3722","https://forum.knime.com/t/use-file-name-inside-xls-reader-loop/3722","rom","2016-06-14T00:04","file, name, insid, xls, reader, loop, read, mani, excel, append, column, list, string, manipul, filenam, unfortun, after, much",18,"no",,,0,"rom, Iris, evert.homan",3,6,42,0
"3721","https://forum.knime.com/t/empty-header-name-when-importing-multiple-excel-files/3721","rom","2016-06-13T23:54","empti, header, name, import, multipl, excel, file, list, tabl, row, variabl, loop, start, xls, reader, run, encount, follow, input, structur, differ, refer, first, iter, column, come, second, renam, each, time, give, number, suffix, keep, constant, much, romain",37,"no",,,0,"rom, Iris",2,5,38,0
"3720","https://forum.knime.com/t/several-metanodes-in-one-metanode/3720","iiiaaa","2016-06-13T18:49","sever, metanod, one, possibl, insert, group, singl, big",8,"no",,,0,"iiiaaa, thor",2,3,14,0
"3719","https://forum.knime.com/t/twitter-users-node-limitation-case-sensitive-affecting-results/3719","gustavo.velho","2016-06-13T18:47","twitter, user, limit, case, sensit, affect, result, right, forum, goe, test, notic, mean, submit, queri, testhandl, origin, handl, return, error, arrayindexoutofboundsexcept, proper, work, convert, besid, api, small, lower, gustavo, velho",30,"no",,,0,"winter, gustavo.velho, ferry.abt",3,6,15,0
"3717","https://forum.knime.com/t/how-to-use-commend-to-execute-the-project/3717","alen","2016-06-13T14:36","commend, execut, one, databas, tabl, connector, occur, error, solv, much, cd, exe, nosplash, nosav, consolelog, clean, reset, applic, product, batch, workflowfil, user, datamin, desktop, test",25,"no",,,0,"alen, thor",2,4,12,0
"3716","https://forum.knime.com/t/write-csv-file-with-current-date-as-name-affix/3716","DLB_Analytics","2016-06-13T12:27","write, csv, file, current, date, name, affix, togeth, anoth, our, read, reader, updat, databas, tabl, after, archiv, folder, possibilitiy, append, writer, dlb, analyt",23,"no",,,0,"Iris, DLB_Analytics, morebento, Macca",4,7,246,0
